name,road,sidewalk,building,wall,fence,pole,light,sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motocycle,bicycle
03160.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03161.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03162.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03163.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03164.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03165.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03166.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03167.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03168.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03169.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
03170.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
03171.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
03172.png,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False
03173.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
03174.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
03175.png,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False
03176.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03177.png,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
03178.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03179.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03180.png,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False
03181.png,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False
03182.png,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
03183.png,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False
03184.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03185.png,False,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
03186.png,False,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
03187.png,True,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False
03188.png,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03189.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03190.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03191.png,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False
03192.png,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False
03193.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False
03194.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03195.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False
03196.png,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False
03197.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False
03198.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03199.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03200.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03201.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03202.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False
03203.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False
03204.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False
03205.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False
03206.png,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False
03207.png,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03208.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03209.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03210.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03211.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03212.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03213.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03214.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03215.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03216.png,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False
03217.png,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
03218.png,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False
03219.png,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False
03220.png,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False
03221.png,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
03222.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03223.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03224.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03225.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03226.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03227.png,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False
03228.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03229.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03230.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03231.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03232.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03233.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03234.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03235.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False
03236.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03237.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03238.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False
03239.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False
03240.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False
03241.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03242.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03243.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03244.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03245.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03246.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03247.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03248.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03249.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False
03250.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03251.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03252.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03253.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03254.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03255.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03256.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03257.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03258.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03259.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03260.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03261.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03262.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03263.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03264.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False
03265.png,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False
03266.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03267.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False
03268.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False
03269.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False
03270.png,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False
03271.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False
03272.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False
03273.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03274.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03275.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03276.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03277.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03278.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03279.png,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False
03280.png,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False
03281.png,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False
03282.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03283.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03284.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03285.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,False
03286.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03287.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03288.png,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03289.png,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03290.png,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03291.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03292.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03293.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03294.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03295.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03296.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
03297.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
03298.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
03299.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03300.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03301.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
03302.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False
03303.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03304.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03305.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03306.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03307.png,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,False
03308.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False
03309.png,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False
03310.png,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False
03311.png,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
03312.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
03313.png,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False
03314.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
03315.png,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
03316.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False
03317.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
03318.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
03319.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
03320.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
03321.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
03322.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False
03323.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03324.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03325.png,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False
03326.png,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False
03327.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03328.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03329.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03330.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False
03331.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03332.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False
03333.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False
03334.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False
03335.png,True,True,True,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False
03336.png,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False
03337.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03338.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03339.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03340.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03341.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03342.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03343.png,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False
03344.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03345.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03346.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03347.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03348.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03349.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03350.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03351.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03352.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03353.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03354.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03355.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03356.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03357.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03358.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03359.png,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
03360.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False
03361.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False
03362.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False
03363.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03364.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03365.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03366.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03367.png,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False
03368.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03369.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False
03370.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03371.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03372.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False
03373.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False
03374.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False
03375.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False
03376.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False
03377.png,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False
03378.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03379.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03380.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03381.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
03382.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
03383.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False
03384.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False
03385.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False
03386.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False
03387.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False
03388.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False
03389.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False
03390.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False
03391.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False
03392.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03393.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False
03394.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False
03395.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False
03396.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False
03397.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False
03398.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03399.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False
03400.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False
03401.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False
03402.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False
03403.png,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False
03404.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03405.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03406.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03407.png,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False
03408.png,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False
03409.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
03410.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03411.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03412.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03413.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03414.png,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False
03415.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03416.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03417.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03418.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03419.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03420.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False
03421.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03422.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03423.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03424.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03425.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03426.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03427.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03428.png,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False
03429.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03430.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03431.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False
03432.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,True,False
03433.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,True,False
03434.png,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False
03435.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False
03436.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False
03437.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False
03438.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,True,False
03439.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03440.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03441.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03442.png,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False
03443.png,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False
03444.png,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False
03445.png,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
03446.png,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
03447.png,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False
03448.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03449.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03450.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False
03451.png,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False
03452.png,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False
03453.png,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False
03454.png,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False
03455.png,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False
03456.png,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False
03457.png,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False
03458.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False
03459.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03460.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03461.png,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03462.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False
03463.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03464.png,True,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False
03465.png,True,False,True,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False
03466.png,True,False,False,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False
03467.png,True,False,True,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False
03468.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False
03469.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False
03470.png,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False
03471.png,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False
03472.png,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False
03473.png,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False
03474.png,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False
03475.png,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
03476.png,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
03477.png,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
03478.png,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
03479.png,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
03480.png,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
03481.png,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False
03482.png,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False
03483.png,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False
